epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.65587,0.4262,1.6173,0.81
1,780,184,152151523328,1.57541,0.4324,1.575,1.46
2,1170,200,187425095680,1.45666,0.4753,1.4714,2.13
3,1560,250,240952279040,1.43987,0.4781,1.4631,2.79
4,1950,250,267635916800,1.38528,0.4919,1.4285,3.46
5,2340,300,321163100160,1.41468,0.4867,1.4429,4.11
6,2730,300,347846737920,1.3616,0.4937,1.4212,4.78
7,3120,300,374530375680,1.34293,0.5004,1.416,5.44
8,3510,300,401214013440,1.33644,0.5006,1.4038,6.08
9,3900,350,454741196800,1.40906,0.4675,1.4872,6.75
10,4290,350,481424834560,1.33338,0.5001,1.3928,7.4
11,4680,350,508108472320,1.286,0.5086,1.3901,8.03
12,5070,350,534792110080,1.28192,0.5106,1.3896,8.68
13,5460,350,561475747840,1.27469,0.5087,1.3827,9.35
14,5850,350,588159385600,1.266,0.507,1.3992,10.0
15,6240,400,641686568960,1.35246,0.4918,1.4301,10.69
16,6630,400,668370206720,1.2766,0.5077,1.4034,11.37
17,7020,400,695053844480,1.29093,0.5098,1.3887,12.02
18,7410,400,721737482240,1.28344,0.5051,1.3875,12.69
19,7800,400,748421120000,1.25595,0.512,1.3891,13.35
20,8190,450,801948303360,1.33199,0.4936,1.4236,14.02
21,8580,450,828631941120,1.25029,0.5038,1.4135,14.66
22,8970,450,855315578880,1.26837,0.5068,1.3917,15.32
23,9360,450,881999216640,1.25634,0.5051,1.404,15.95
24,9750,450,908682854400,1.23097,0.5116,1.3782,16.62
25,10140,450,935366492160,1.21668,0.509,1.3994,17.3
26,10530,500,988893675520,1.30008,0.5056,1.3993,17.97
27,10920,500,1015577313280,1.23852,0.5016,1.4196,18.64
28,11310,500,1042260951040,1.22379,0.4993,1.4175,19.29
29,11700,500,1068944588800,1.22025,0.5146,1.3962,19.96
