epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,20,37421056000,1.85052,0.3581,1.8229,0.79
1,780,39,74305241088,1.78232,0.3669,1.7481,1.43
2,1170,59,111726297088,1.74869,0.3573,1.7661,2.1
3,1560,78,148610482176,1.73247,0.3836,1.7163,2.74
4,1950,98,186031538176,1.69729,0.3928,1.6823,3.42
5,2340,117,222915723264,1.67803,0.4151,1.6555,4.09
6,2730,137,260336779264,1.64149,0.4127,1.6375,4.74
7,3120,156,297220964352,1.6349,0.4096,1.6386,5.4
8,3510,176,334642020352,1.60725,0.4334,1.595,6.06
9,3900,195,371526205440,1.59552,0.4325,1.6079,6.73
10,4290,215,408947261440,1.61439,0.4235,1.6264,7.42
11,4680,234,445831446528,1.57613,0.4448,1.5728,8.1
12,5070,254,483252502528,1.56184,0.4478,1.5618,8.78
13,5460,273,520136687616,1.54128,0.4517,1.5469,9.48
14,5850,293,557557743616,1.56996,0.4329,1.6026,10.14
15,6240,312,594441928704,1.55956,0.4405,1.5801,10.78
16,6630,332,631862984704,1.53934,0.4592,1.5491,11.42
17,7020,351,668747169792,1.55799,0.4403,1.5841,12.09
18,7410,371,706168225792,1.5536,0.4513,1.5432,12.77
19,7800,390,743052410880,1.52617,0.4593,1.5264,13.44
20,8190,410,780473466880,1.49556,0.4515,1.5393,14.11
21,8580,429,817357651968,1.46959,0.4624,1.5143,14.77
22,8970,449,854778707968,1.49037,0.4656,1.5107,15.45
23,9360,468,891662893056,1.49255,0.4606,1.522,16.12
24,9750,488,929083949056,1.52742,0.438,1.5672,16.8
25,10140,507,965968134144,1.50516,0.4677,1.5145,17.45
26,10530,527,1003389190144,1.50524,0.4609,1.5294,18.14
27,10920,546,1040273375232,1.48313,0.4616,1.5101,18.82
28,11310,566,1077694431232,1.45837,0.4673,1.4925,19.48
29,11700,585,1114578616320,1.45102,0.4804,1.4758,20.14
