epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,50,53527183360,1.78479,0.373,1.7437,1.12
1,780,50,80210821120,1.73999,0.3871,1.7144,2.15
2,1170,100,133738004480,1.7257,0.3954,1.6753,3.2
3,1560,100,160421642240,1.60497,0.4272,1.6189,4.2
4,1950,100,187105280000,1.58733,0.4383,1.5781,5.23
5,2340,150,240632463360,1.57762,0.4353,1.5792,6.28
6,2730,150,267316101120,1.52634,0.4496,1.5301,7.36
7,3120,150,293999738880,1.49867,0.4611,1.5166,8.42
8,3510,200,347526922240,1.48651,0.4526,1.5177,9.45
9,3900,200,374210560000,1.44419,0.476,1.4738,10.47
10,4290,200,400894197760,1.41205,0.479,1.4695,11.51
11,4680,250,454421381120,1.44183,0.471,1.4824,12.57
12,5070,250,481105018880,1.39395,0.491,1.4479,13.63
13,5460,250,507788656640,1.37771,0.4825,1.4505,14.68
14,5850,300,561315840000,1.4213,0.4852,1.4406,15.77
15,6240,300,587999477760,1.35816,0.4947,1.4174,16.85
16,6630,330,630789242880,1.38875,0.4609,1.5204,17.93
17,7020,350,668210298880,1.36991,0.4908,1.4239,18.91
18,7410,350,694893936640,1.33592,0.4966,1.429,19.91
19,7800,400,748421120000,1.38607,0.4847,1.4427,21.0
20,8190,400,775104757760,1.32975,0.4932,1.4261,22.03
21,8580,400,801788395520,1.30735,0.5045,1.404,23.06
22,8970,450,855315578880,1.3632,0.5026,1.4033,24.08
23,9360,450,881999216640,1.30711,0.4999,1.4111,25.08
24,9750,450,908682854400,1.28796,0.5119,1.3875,26.16
25,10140,500,962210037760,1.32788,0.5057,1.4044,27.2
26,10530,500,988893675520,1.27291,0.5147,1.3956,28.28
27,10920,500,1015577313280,1.25514,0.5125,1.398,29.34
28,11310,550,1069104496640,1.30073,0.5075,1.393,30.42
29,11700,550,1095788134400,1.25189,0.5153,1.3836,31.59
