epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.57106,0.461,1.5163,1.38
1,780,526,335761375232,1.40095,0.5104,1.3942,2.62
2,1170,526,362445012992,1.32069,0.5077,1.3946,3.86
3,1560,526,389128650752,1.30586,0.516,1.3715,4.99
4,1950,526,415812288512,1.28497,0.5124,1.3805,6.03
5,2340,526,442495926272,1.26391,0.5137,1.3932,7.05
6,2730,526,469179564032,1.27072,0.5127,1.3801,8.08
7,3120,526,495863201792,1.24993,0.5221,1.3628,9.05
8,3510,526,522546839552,1.21602,0.5159,1.374,10.12
9,3900,526,549230477312,1.22177,0.5227,1.368,11.13
10,4290,526,575914115072,1.20417,0.522,1.3748,12.15
11,4680,526,602597752832,1.19117,0.5237,1.3793,13.2
12,5070,526,629281390592,1.18453,0.5223,1.3728,14.27
13,5460,526,655965028352,1.16259,0.5096,1.3933,15.19
14,5850,526,682648666112,1.18128,0.5206,1.3715,16.14
15,6240,526,709332303872,1.1454,0.5266,1.3697,17.15
16,6630,526,736015941632,1.13757,0.5223,1.3762,18.19
17,7020,526,762699579392,1.12468,0.5246,1.3824,19.21
18,7410,526,789383217152,1.10979,0.5171,1.4121,20.2
19,7800,526,816066854912,1.10649,0.5204,1.3884,21.28
20,8190,526,842750492672,1.09212,0.5119,1.4149,22.3
21,8580,526,869434130432,1.07153,0.5113,1.4138,23.39
22,8970,526,896117768192,1.06205,0.5196,1.4204,24.47
23,9360,526,922801405952,1.05724,0.5275,1.4226,25.52
24,9750,526,949485043712,1.02855,0.518,1.4366,26.6
25,10140,526,976168681472,1.01535,0.5063,1.4652,27.68
26,10530,526,1002852319232,1.00396,0.5152,1.4534,28.68
27,10920,526,1029535956992,1.00074,0.5178,1.4846,29.72
28,11310,526,1056219594752,0.9701,0.5174,1.4731,30.8
29,11700,526,1082903232512,0.96547,0.5135,1.4766,31.85
