epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,150,107214274560,1.65556,0.4424,1.5752,0.81
1,780,350,241272094720,1.5183,0.4802,1.4569,1.49
2,1170,550,375329914880,1.42841,0.4935,1.4115,2.16
3,1560,750,509387735040,1.36209,0.5095,1.3896,2.82
4,1950,950,643445555200,1.30044,0.5223,1.3528,3.49
5,2340,1150,777503375360,1.23806,0.5222,1.3723,4.18
6,2730,1350,911561195520,1.21522,0.5184,1.3626,4.84
7,3120,1550,1045619015680,1.14227,0.5265,1.3717,5.52
8,3510,1745,1176992481280,1.09045,0.5218,1.3723,6.2
9,3900,1939,1307829075968,1.03771,0.5297,1.3671,6.91
10,4290,2133,1438665670656,0.99869,0.5338,1.4071,7.64
11,4680,2327,1569502265344,0.94423,0.5146,1.4608,8.31
12,5070,2521,1700338860032,0.90308,0.5289,1.4147,9.01
13,5460,2715,1831175454720,0.86812,0.5303,1.4666,9.7
14,5850,2909,1962012049408,0.81303,0.5344,1.4833,10.4
15,6240,3103,2092848644096,0.76207,0.5459,1.4916,11.08
16,6630,3300,2225295851520,0.73346,0.5423,1.509,11.79
17,7020,3500,2359353671680,0.69589,0.5435,1.5474,12.46
18,7410,3700,2493411491840,0.65257,0.5423,1.6228,13.14
19,7800,3900,2627469312000,0.62378,0.5414,1.6042,13.84
20,8190,4100,2761527132160,0.59978,0.5365,1.6977,14.55
21,8580,4250,2868741406720,0.54982,0.5357,1.7353,15.27
22,8970,4409,2980787519488,0.53004,0.5201,1.8918,15.97
23,9360,4603,3111624114176,0.49886,0.5359,1.8787,16.62
24,9750,4800,3244071321600,0.47465,0.5378,1.8587,17.32
25,10140,4990,3372760432640,0.46022,0.5271,2.0358,18.04
26,10530,5133,3476216610816,0.41656,0.5235,2.1545,18.72
27,10920,5300,3592557690880,0.4058,0.5384,2.0663,19.42
28,11310,5450,3699771965440,0.38302,0.5404,2.1661,20.11
29,11700,5562,3786585145344,0.3659,0.5356,2.2849,20.78
