epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,41,48695345152,1.89363,0.3538,1.8082,0.81
1,780,100,107054366720,1.59231,0.4487,1.5475,1.47
2,1170,200,187425095680,1.57502,0.4428,1.5563,2.16
3,1560,200,214108733440,1.46218,0.4782,1.4626,2.8
4,1950,250,267635916800,1.45354,0.4793,1.4559,3.46
5,2340,250,294319554560,1.39322,0.4816,1.4488,4.11
6,2730,300,347846737920,1.43677,0.4833,1.4401,4.86
7,3120,300,374530375680,1.36631,0.4998,1.4134,5.52
8,3510,300,401214013440,1.32882,0.4962,1.4065,6.19
9,3900,300,427897651200,1.32721,0.4966,1.3998,6.85
10,4290,350,481424834560,1.4145,0.4722,1.4609,7.51
11,4680,350,508108472320,1.32821,0.4948,1.424,8.2
12,5070,350,534792110080,1.31544,0.504,1.3923,8.86
13,5460,350,561475747840,1.29275,0.4915,1.4182,9.5
14,5850,350,588159385600,1.29664,0.5004,1.3947,10.18
15,6240,350,614843023360,1.27407,0.5072,1.386,10.83
16,6630,400,668370206720,1.3369,0.5019,1.4024,11.51
17,7020,400,695053844480,1.28934,0.4978,1.3964,12.18
18,7410,400,721737482240,1.26822,0.5111,1.3895,12.87
19,7800,400,748421120000,1.24988,0.5075,1.3941,13.52
20,8190,400,775104757760,1.25108,0.5052,1.3895,14.17
21,8580,450,828631941120,1.34849,0.4963,1.416,14.86
22,8970,450,855315578880,1.27399,0.5078,1.3945,15.52
23,9360,450,881999216640,1.25771,0.5032,1.405,16.17
24,9750,450,908682854400,1.25205,0.5039,1.4001,16.82
25,10140,450,935366492160,1.24596,0.5095,1.3735,17.48
26,10530,490,983524966400,1.31231,0.4717,1.5296,18.16
27,10920,500,1015577313280,1.27536,0.4961,1.4173,18.87
28,11310,500,1042260951040,1.23605,0.5096,1.391,19.56
29,11700,500,1068944588800,1.22985,0.5146,1.3692,20.21
