epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,39,47621603328,1.80495,0.3531,1.7535,0.79
1,780,78,95243206656,1.82764,0.3451,1.7748,1.46
2,1170,117,142864809984,1.77912,0.3654,1.7404,2.11
3,1560,156,190486413312,1.67736,0.4093,1.6421,2.77
4,1950,195,238108016640,1.66693,0.4034,1.668,3.44
5,2340,234,285729619968,1.62253,0.4286,1.6015,4.1
6,2730,273,333351223296,1.59983,0.4099,1.6095,4.77
7,3120,312,380972826624,1.58344,0.435,1.5871,5.43
8,3510,351,428594429952,1.55874,0.4367,1.5637,6.1
9,3900,390,476216033280,1.62268,0.4095,1.6421,6.77
10,4290,429,523837636608,1.51389,0.4669,1.4944,7.43
11,4680,468,571459239936,1.50974,0.4368,1.5605,8.08
12,5070,507,619080843264,1.47215,0.4738,1.4887,8.77
13,5460,546,666702446592,1.47703,0.4635,1.5072,9.46
14,5850,585,714324049920,1.50433,0.4596,1.5151,10.15
15,6240,624,761945653248,1.48787,0.4634,1.5144,10.83
16,6630,663,809567256576,1.42325,0.4696,1.4864,11.46
17,7020,702,857188859904,1.41035,0.4816,1.4637,12.13
18,7410,741,904810463232,1.42763,0.4669,1.4962,12.8
19,7800,780,952432066560,1.43597,0.4735,1.484,13.48
20,8190,819,1000053669888,1.44305,0.4689,1.5055,14.12
21,8580,858,1047675273216,1.39942,0.4828,1.457,14.81
22,8970,897,1095296876544,1.37452,0.4907,1.4506,15.46
23,9360,936,1142918479872,1.38711,0.4855,1.4533,16.11
24,9750,975,1190540083200,1.37223,0.4853,1.4811,16.76
25,10140,1014,1238161686528,1.37292,0.4857,1.4484,17.45
26,10530,1053,1285783289856,1.35379,0.4859,1.4652,18.1
27,10920,1092,1333404893184,1.36225,0.4834,1.4536,18.75
28,11310,1131,1381026496512,1.33333,0.488,1.449,19.44
29,11700,1170,1428648099840,1.32529,0.4864,1.4423,20.13
