epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,39,47621603328,1.83293,0.362,1.7587,0.8
1,780,78,95243206656,1.77566,0.3827,1.7352,1.49
2,1170,117,142864809984,1.73246,0.3777,1.717,2.12
3,1560,156,190486413312,1.69189,0.397,1.6657,2.83
4,1950,195,238108016640,1.65949,0.4157,1.6463,3.52
5,2340,234,285729619968,1.65047,0.4289,1.6061,4.2
6,2730,273,333351223296,1.61243,0.438,1.5794,4.85
7,3120,312,380972826624,1.58649,0.4333,1.5956,5.51
8,3510,351,428594429952,1.5883,0.4388,1.6021,6.16
9,3900,390,476216033280,1.52451,0.4493,1.5454,6.83
10,4290,429,523837636608,1.59495,0.435,1.591,7.5
11,4680,468,571459239936,1.53059,0.4444,1.5493,8.15
12,5070,507,619080843264,1.49312,0.4633,1.5102,8.82
13,5460,546,666702446592,1.48086,0.4654,1.5001,9.49
14,5850,585,714324049920,1.47494,0.4677,1.488,10.15
15,6240,624,761945653248,1.43369,0.4721,1.5,10.83
16,6630,663,809567256576,1.45128,0.4606,1.4996,11.51
17,7020,702,857188859904,1.44838,0.4703,1.4965,12.16
18,7410,741,904810463232,1.44428,0.4745,1.4756,12.82
19,7800,780,952432066560,1.38557,0.4713,1.4749,13.47
20,8190,819,1000053669888,1.40433,0.4761,1.4957,14.14
21,8580,858,1047675273216,1.38346,0.4754,1.4741,14.82
22,8970,897,1095296876544,1.37656,0.475,1.4693,15.5
23,9360,936,1142918479872,1.39167,0.4809,1.4907,16.19
24,9750,975,1190540083200,1.3537,0.4939,1.4417,16.86
25,10140,1014,1238161686528,1.34463,0.4901,1.4418,17.57
26,10530,1053,1285783289856,1.33102,0.5005,1.428,18.3
27,10920,1092,1333404893184,1.30736,0.4977,1.4396,18.98
28,11310,1131,1381026496512,1.33405,0.4917,1.4372,19.67
29,11700,1170,1428648099840,1.34553,0.4977,1.4319,20.4
