epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.57106,0.461,1.5163,0.83
1,780,390,315091845120,1.41698,0.4952,1.4353,1.51
2,1170,390,367947939840,1.31396,0.5096,1.389,2.18
3,1560,390,394631577600,1.24646,0.524,1.3503,2.83
4,1950,390,421315215360,1.22023,0.5243,1.3567,3.5
5,2340,390,447998853120,1.20417,0.5264,1.3609,4.14
6,2730,390,474682490880,1.20609,0.5217,1.3609,4.79
7,3120,390,501366128640,1.18701,0.5265,1.3517,5.47
8,3510,390,528049766400,1.15953,0.5227,1.3699,6.12
9,3900,390,554733404160,1.16268,0.5274,1.3553,6.76
10,4290,390,581417041920,1.14712,0.5248,1.3689,7.45
11,4680,390,608100679680,1.13538,0.5253,1.3753,8.11
12,5070,390,634784317440,1.12022,0.524,1.3812,8.75
13,5460,390,661467955200,1.09828,0.5171,1.3811,9.41
14,5850,390,688151592960,1.11113,0.5226,1.3838,10.06
15,6240,390,714835230720,1.07709,0.5338,1.3722,10.72
16,6630,390,741518868480,1.06799,0.5259,1.3959,11.39
17,7020,390,768202506240,1.06239,0.5194,1.414,12.08
18,7410,390,794886144000,1.03987,0.5134,1.4329,12.75
19,7800,390,821569781760,1.0329,0.5195,1.4334,13.41
20,8190,390,848253419520,1.02678,0.506,1.4408,14.12
21,8580,390,874937057280,1.00684,0.516,1.4404,14.76
22,8970,390,901620695040,0.97046,0.5194,1.4533,15.41
23,9360,390,928304332800,0.97048,0.5217,1.458,16.12
24,9750,390,954987970560,0.93986,0.5166,1.502,16.76
25,10140,390,981671608320,0.92985,0.5124,1.4986,17.43
26,10530,390,1008355246080,0.91494,0.5137,1.5251,18.12
27,10920,390,1035038883840,0.89526,0.5115,1.5589,18.78
28,11310,390,1061722521600,0.85818,0.5169,1.5368,19.45
29,11700,390,1088406159360,0.84752,0.5135,1.5557,20.1
