epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,150,107214274560,1.63297,0.4336,1.59,0.8
1,780,350,241272094720,1.50694,0.4835,1.4456,1.46
2,1170,550,375329914880,1.40516,0.4967,1.4047,2.14
3,1560,750,509387735040,1.35998,0.5083,1.3827,2.85
4,1950,950,643445555200,1.2953,0.524,1.3507,3.55
5,2340,1150,777503375360,1.23318,0.5242,1.3518,4.21
6,2730,1350,911561195520,1.19777,0.5236,1.3549,4.89
7,3120,1550,1045619015680,1.14707,0.5279,1.3663,5.54
8,3510,1745,1176992481280,1.11731,0.5297,1.3456,6.2
9,3900,1939,1307829075968,1.06019,0.5279,1.3942,6.86
10,4290,2133,1438665670656,1.00422,0.5328,1.3942,7.53
11,4680,2327,1569502265344,0.9452,0.5361,1.4256,8.19
12,5070,2521,1700338860032,0.91511,0.5419,1.3975,8.87
13,5460,2715,1831175454720,0.85895,0.5323,1.433,9.53
14,5850,2909,1962012049408,0.8334,0.5359,1.4476,10.19
15,6240,3103,2092848644096,0.793,0.5412,1.4476,10.87
16,6630,3300,2225295851520,0.74039,0.5506,1.4672,11.59
17,7020,3500,2359353671680,0.71148,0.5509,1.4983,12.31
18,7410,3700,2493411491840,0.67391,0.5515,1.5387,13.03
19,7800,3900,2627469312000,0.64289,0.5506,1.5708,13.77
20,8190,4100,2761527132160,0.61199,0.5478,1.5974,14.47
21,8580,4300,2895584952320,0.5676,0.5433,1.7278,15.14
22,8970,4500,3029642772480,0.53814,0.5455,1.74,15.83
23,9360,4700,3163700592640,0.50573,0.5378,1.8481,16.54
24,9750,4898,3296684670976,0.49146,0.5352,1.9245,17.21
25,10140,5092,3427521265664,0.4788,0.5327,1.9411,17.89
26,10530,5286,3558357860352,0.45963,0.5298,2.0151,18.58
27,10920,5480,3689194455040,0.41199,0.5351,2.1371,19.26
28,11310,5674,3820031049728,0.38381,0.54,2.1578,19.96
29,11700,5868,3950867644416,0.37014,0.5389,2.1322,20.63
