epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.66858,0.4294,1.6058,0.8
1,780,200,160741457920,1.58116,0.4623,1.5114,1.46
2,1170,200,187425095680,1.46298,0.4722,1.4804,2.13
3,1560,250,240952279040,1.44759,0.4861,1.446,2.81
4,1950,250,267635916800,1.38998,0.4923,1.4268,3.48
5,2340,300,321163100160,1.41766,0.4912,1.4575,4.15
6,2730,300,347846737920,1.38657,0.4892,1.4283,4.78
7,3120,300,374530375680,1.35934,0.502,1.4225,5.43
8,3510,300,401214013440,1.32791,0.4998,1.4142,6.07
9,3900,350,454741196800,1.40977,0.4949,1.4337,6.75
10,4290,350,481424834560,1.32891,0.4972,1.4186,7.4
11,4680,350,508108472320,1.30902,0.4964,1.424,8.13
12,5070,350,534792110080,1.29615,0.5097,1.3885,8.82
13,5460,350,561475747840,1.28911,0.4964,1.4039,9.48
14,5850,350,588159385600,1.29228,0.5113,1.3867,10.11
15,6240,400,641686568960,1.32444,0.498,1.3964,10.81
16,6630,400,668370206720,1.28178,0.5018,1.3958,11.46
17,7020,400,695053844480,1.26597,0.5008,1.4015,12.1
18,7410,400,721737482240,1.25273,0.5034,1.4008,12.74
19,7800,400,748421120000,1.24313,0.5081,1.3886,13.35
20,8190,450,801948303360,1.32987,0.4935,1.4217,14.0
21,8580,450,828631941120,1.26905,0.5082,1.3896,14.69
22,8970,450,855315578880,1.24057,0.5138,1.3829,15.39
23,9360,450,881999216640,1.23072,0.5127,1.3806,16.11
24,9750,450,908682854400,1.22168,0.51,1.3988,16.83
25,10140,500,962210037760,1.32632,0.4782,1.5014,17.5
26,10530,500,988893675520,1.25033,0.509,1.4055,18.19
27,10920,500,1015577313280,1.23209,0.5152,1.4018,18.85
28,11310,500,1042260951040,1.20546,0.5079,1.403,19.55
29,11700,500,1068944588800,1.20013,0.5191,1.3773,20.21
