epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.58322,0.4669,1.5138,0.85
1,780,780,472126586880,1.42066,0.4914,1.4323,1.54
2,1170,1170,708189880320,1.30112,0.5055,1.3935,2.25
3,1560,1560,944253173760,1.21622,0.5205,1.3514,2.98
4,1950,1950,1180316467200,1.12876,0.5378,1.3425,3.7
5,2340,2340,1416379760640,1.02555,0.5417,1.324,4.37
6,2730,2730,1652443054080,0.95119,0.5498,1.3298,5.06
7,3120,3120,1888506347520,0.85164,0.5439,1.4033,5.74
8,3510,3510,2124569640960,0.78158,0.5488,1.4297,6.44
9,3900,3900,2360632934400,0.69461,0.5456,1.5275,7.12
10,4290,4290,2596696227840,0.61048,0.5442,1.6187,7.82
11,4680,4680,2832759521280,0.54477,0.549,1.6827,8.54
12,5070,5070,3068822814720,0.47813,0.5512,1.7951,9.23
13,5460,5460,3304886108160,0.41358,0.5491,1.9176,9.94
14,5850,5850,3540949401600,0.37819,0.5416,2.0521,10.67
15,6240,6240,3777012695040,0.3169,0.5484,2.1844,11.39
16,6630,6630,4013075988480,0.30219,0.5441,2.2387,12.11
17,7020,7020,4249139281920,0.27893,0.5402,2.5084,12.87
18,7410,7410,4485202575360,0.27243,0.5421,2.4967,13.58
19,7800,7800,4721265868800,0.23635,0.5367,2.6419,14.28
20,8190,8190,4957329162240,0.22612,0.543,2.5747,14.97
21,8580,8580,5193392455680,0.21331,0.547,2.7299,15.65
22,8970,8970,5429455749120,0.20099,0.5415,2.877,16.35
23,9360,9360,5665519042560,0.18934,0.5432,2.912,17.01
24,9750,9750,5901582336000,0.19066,0.5398,3.064,17.73
25,10140,10140,6137645629440,0.17991,0.5438,2.9938,18.46
26,10530,10530,6373708922880,0.16751,0.5425,2.997,19.14
27,10920,10920,6609772216320,0.15998,0.5487,3.168,19.82
28,11310,11310,6845835509760,0.15226,0.5477,3.2638,20.52
29,11700,11700,7081898803200,0.16184,0.5555,3.1338,21.2
