epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.58322,0.4669,1.5138,0.81
1,780,526,335761375232,1.3887,0.4997,1.4087,1.46
2,1170,526,362445012992,1.31513,0.5069,1.3821,2.06
3,1560,526,389128650752,1.30352,0.509,1.3712,2.69
4,1950,526,415812288512,1.28539,0.5185,1.3738,3.31
5,2340,526,442495926272,1.26446,0.5142,1.373,3.95
6,2730,526,469179564032,1.25896,0.5209,1.3625,4.56
7,3120,526,495863201792,1.23676,0.5132,1.3727,5.2
8,3510,526,522546839552,1.21007,0.5234,1.3707,5.81
9,3900,526,549230477312,1.22124,0.5231,1.3681,6.45
10,4290,526,575914115072,1.22129,0.524,1.3651,7.07
11,4680,526,602597752832,1.19255,0.5209,1.3609,7.72
12,5070,526,629281390592,1.18428,0.5253,1.3708,8.34
13,5460,526,655965028352,1.17655,0.525,1.3604,8.99
14,5850,526,682648666112,1.16325,0.523,1.3789,9.64
15,6240,526,709332303872,1.12886,0.5223,1.3797,10.31
16,6630,526,736015941632,1.13173,0.5244,1.3727,11.0
17,7020,526,762699579392,1.1273,0.5138,1.4021,11.61
18,7410,526,789383217152,1.11503,0.518,1.3828,12.28
19,7800,526,816066854912,1.08868,0.5159,1.3935,12.92
20,8190,526,842750492672,1.07866,0.5179,1.4136,13.54
21,8580,526,869434130432,1.09327,0.5175,1.4095,14.15
22,8970,526,896117768192,1.05634,0.525,1.4076,14.78
23,9360,526,922801405952,1.04184,0.524,1.4167,15.4
24,9750,526,949485043712,1.01259,0.524,1.426,16.08
25,10140,526,976168681472,1.02213,0.5194,1.4376,16.68
26,10530,526,1002852319232,0.99934,0.5208,1.4358,17.31
27,10920,526,1029535956992,0.97917,0.5126,1.4709,17.92
28,11310,526,1056219594752,0.96908,0.52,1.4665,18.57
29,11700,526,1082903232512,0.95151,0.5121,1.4819,19.2
