epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,195,131373465600,1.63406,0.4314,1.6078,0.77
1,780,390,262746931200,1.51902,0.4693,1.4907,1.42
2,1170,585,394120396800,1.4156,0.4835,1.4506,2.1
3,1560,780,525493862400,1.38124,0.492,1.4263,2.76
4,1950,975,656867328000,1.30397,0.5094,1.3845,3.47
5,2340,1170,788240793600,1.24289,0.519,1.3596,4.14
6,2730,1365,919614259200,1.21049,0.5285,1.3358,4.83
7,3120,1560,1050987724800,1.15681,0.5271,1.3593,5.5
8,3510,1755,1182361190400,1.12849,0.5304,1.3252,6.22
9,3900,1950,1313734656000,1.07369,0.5261,1.397,6.87
10,4290,2145,1445108121600,1.0299,0.5353,1.3485,7.54
11,4680,2340,1576481587200,0.95258,0.539,1.3729,8.25
12,5070,2535,1707855052800,0.93094,0.5459,1.3566,8.93
13,5460,2730,1839228518400,0.88446,0.5377,1.4007,9.6
14,5850,2925,1970601984000,0.84765,0.5372,1.4316,10.29
15,6240,3120,2101975449600,0.81109,0.5345,1.4557,10.97
16,6630,3315,2233348915200,0.7484,0.5503,1.4842,11.65
17,7020,3510,2364722380800,0.71624,0.5492,1.5238,12.34
18,7410,3705,2496095846400,0.66034,0.5445,1.5713,13.01
19,7800,3900,2627469312000,0.64259,0.5363,1.6563,13.7
20,8190,4095,2758842777600,0.58213,0.5387,1.7217,14.44
21,8580,4290,2890216243200,0.55059,0.54,1.7106,15.12
22,8970,4485,3021589708800,0.53069,0.5449,1.7595,15.76
23,9360,4680,3152963174400,0.48577,0.5409,1.8015,16.42
24,9750,4875,3284336640000,0.45696,0.5401,1.864,17.14
25,10140,5070,3415710105600,0.4415,0.5408,1.9931,17.85
26,10530,5265,3547083571200,0.42876,0.5354,2.0059,18.52
27,10920,5460,3678457036800,0.38105,0.5385,2.0939,19.23
28,11310,5655,3809830502400,0.35861,0.5374,2.1288,19.92
29,11700,5850,3941203968000,0.35832,0.5406,2.1678,20.65
