epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.56037,0.4578,1.5211,0.83
1,780,780,472126586880,1.42191,0.4889,1.4337,1.53
2,1170,1170,708189880320,1.30413,0.5147,1.3724,2.22
3,1560,1560,944253173760,1.21825,0.528,1.3479,2.95
4,1950,1950,1180316467200,1.12967,0.5342,1.3429,3.64
5,2340,2340,1416379760640,1.03411,0.5438,1.3159,4.34
6,2730,2730,1652443054080,0.94871,0.5399,1.3766,4.99
7,3120,3120,1888506347520,0.85607,0.5478,1.4075,5.68
8,3510,3510,2124569640960,0.7828,0.5538,1.4156,6.34
9,3900,3900,2360632934400,0.70434,0.547,1.5075,7.01
10,4290,4290,2596696227840,0.61622,0.547,1.5986,7.7
11,4680,4680,2832759521280,0.51522,0.55,1.7512,8.41
12,5070,5070,3068822814720,0.48143,0.5402,1.8223,9.16
13,5460,5460,3304886108160,0.42101,0.5461,1.9274,9.85
14,5850,5850,3540949401600,0.38042,0.5442,2.0183,10.55
15,6240,6240,3777012695040,0.33841,0.5486,2.18,11.25
16,6630,6630,4013075988480,0.30465,0.5371,2.2596,11.96
17,7020,7020,4249139281920,0.28997,0.547,2.4496,12.72
18,7410,7410,4485202575360,0.25819,0.5401,2.4855,13.44
19,7800,7800,4721265868800,0.24058,0.548,2.5521,14.14
20,8190,8190,4957329162240,0.22344,0.5342,2.7506,14.86
21,8580,8580,5193392455680,0.20877,0.5411,2.8493,15.56
22,8970,8970,5429455749120,0.20073,0.5372,2.8355,16.28
23,9360,9360,5665519042560,0.19707,0.5433,2.8951,16.99
24,9750,9750,5901582336000,0.17296,0.545,3.0042,17.71
25,10140,10140,6137645629440,0.17336,0.5374,3.1065,18.39
26,10530,10530,6373708922880,0.16467,0.5458,3.1615,19.13
27,10920,10920,6609772216320,0.15685,0.5427,3.1912,19.84
28,11310,11310,6845835509760,0.15668,0.5428,3.2423,20.58
29,11700,11700,7081898803200,0.15071,0.5471,3.2399,21.28
