epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.56037,0.4578,1.5211,0.85
1,780,390,315091845120,1.40865,0.4864,1.431,1.51
2,1170,390,367947939840,1.29297,0.5087,1.3928,2.15
3,1560,390,394631577600,1.23614,0.5194,1.3696,2.78
4,1950,390,421315215360,1.21212,0.522,1.3544,3.41
5,2340,390,447998853120,1.19876,0.5227,1.3664,4.04
6,2730,390,474682490880,1.19283,0.5273,1.3562,4.68
7,3120,390,501366128640,1.17126,0.5265,1.3587,5.32
8,3510,390,528049766400,1.17914,0.5257,1.3566,5.97
9,3900,390,554733404160,1.16481,0.5249,1.3775,6.62
10,4290,390,581417041920,1.15128,0.5284,1.3445,7.31
11,4680,390,608100679680,1.10729,0.5299,1.37,7.96
12,5070,390,634784317440,1.11691,0.5233,1.3912,8.6
13,5460,390,661467955200,1.1022,0.526,1.3854,9.26
14,5850,390,688151592960,1.10569,0.5278,1.3812,9.89
15,6240,390,714835230720,1.08225,0.5178,1.4085,10.53
16,6630,390,741518868480,1.04641,0.5272,1.407,11.19
17,7020,390,768202506240,1.06225,0.5279,1.3942,11.83
18,7410,390,794886144000,1.05787,0.5148,1.4042,12.48
19,7800,390,821569781760,1.02501,0.5143,1.4328,13.15
20,8190,390,848253419520,1.01529,0.5185,1.4391,13.79
21,8580,390,874937057280,0.98552,0.5131,1.4446,14.43
22,8970,390,901620695040,0.98777,0.503,1.4748,15.13
23,9360,390,928304332800,0.97814,0.5106,1.498,15.77
24,9750,390,954987970560,0.94683,0.5176,1.466,16.43
25,10140,390,981671608320,0.93331,0.506,1.5061,17.05
26,10530,390,1008355246080,0.91214,0.5134,1.5065,17.68
27,10920,390,1035038883840,0.88719,0.5097,1.5311,18.3
28,11310,390,1061722521600,0.86635,0.5044,1.5519,18.96
29,11700,390,1088406159360,0.8462,0.5099,1.5622,19.59
