epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,8,30978605056,1.86729,0.3462,1.8249,0.79
1,780,16,61957210112,1.7734,0.3681,1.7486,1.51
2,1170,24,92935815168,1.7514,0.3717,1.744,2.2
3,1560,32,123914420224,1.77724,0.3643,1.7784,2.87
4,1950,39,154356154368,1.7826,0.386,1.724,3.58
5,2340,47,185334759424,1.75414,0.3665,1.7459,4.25
6,2730,55,216313364480,1.74087,0.3815,1.7129,4.93
7,3120,63,247291969536,1.69494,0.3901,1.6852,5.58
8,3510,71,278270574592,1.66944,0.3792,1.7133,6.23
9,3900,78,308712308736,1.67446,0.4182,1.6388,6.9
10,4290,86,339690913792,1.65911,0.3927,1.6957,7.55
11,4680,94,370669518848,1.63706,0.4176,1.644,8.24
12,5070,102,401648123904,1.63087,0.4195,1.6173,8.9
13,5460,110,432626728960,1.61231,0.42,1.6335,9.56
14,5850,117,463068463104,1.62478,0.4241,1.6094,10.21
15,6240,125,494047068160,1.62114,0.4366,1.5879,10.87
16,6630,133,525025673216,1.6554,0.4225,1.6259,11.52
17,7020,141,556004278272,1.68343,0.4014,1.6668,12.21
18,7410,149,586982883328,1.64911,0.4078,1.6504,12.87
19,7800,156,617424617472,1.63361,0.4188,1.6155,13.57
20,8190,164,648403222528,1.62248,0.4256,1.6097,14.25
21,8580,172,679381827584,1.62081,0.4291,1.5892,14.89
22,8970,180,710360432640,1.60042,0.4161,1.6242,15.56
23,9360,188,741339037696,1.62683,0.4283,1.6075,16.22
24,9750,195,771780771840,1.61639,0.4132,1.6483,16.88
25,10140,203,802759376896,1.60186,0.4076,1.6403,17.54
26,10530,211,833737981952,1.62044,0.4302,1.6178,18.19
27,10920,219,864716587008,1.59627,0.4433,1.5769,18.85
28,11310,227,895695192064,1.61332,0.4198,1.6263,19.55
29,11700,234,926136926208,1.61737,0.4303,1.6017,20.19
