epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.91742,0.3277,1.8693,0.76
1,780,0,53367275520,1.79293,0.3646,1.7838,1.4
2,1170,0,80050913280,1.74693,0.3851,1.7174,2.05
3,1560,0,106734551040,1.71649,0.3949,1.6965,2.67
4,1950,0,133418188800,1.68392,0.4051,1.6681,3.31
5,2340,0,160101826560,1.67111,0.4043,1.6634,3.93
6,2730,0,186785464320,1.65036,0.4163,1.637,4.58
7,3120,0,213469102080,1.62429,0.409,1.6448,5.18
8,3510,0,240152739840,1.59652,0.4243,1.618,5.83
9,3900,0,266836377600,1.58641,0.4208,1.6186,6.46
10,4290,0,293520015360,1.58557,0.4294,1.5998,7.09
11,4680,0,320203653120,1.55044,0.4287,1.5886,7.71
12,5070,0,346887290880,1.53448,0.4337,1.5896,8.35
13,5460,0,373570928640,1.52405,0.4328,1.5886,8.95
14,5850,0,400254566400,1.50072,0.4329,1.5754,9.56
15,6240,390,636317859840,1.54944,0.4532,1.5597,10.22
16,6630,780,872381153280,1.43214,0.4904,1.4399,10.91
17,7020,1170,1108444446720,1.33916,0.4972,1.4109,11.62
18,7410,1560,1344507740160,1.23696,0.5138,1.3848,12.3
19,7800,1950,1580571033600,1.13699,0.5239,1.3929,12.99
20,8190,2340,1816634327040,1.06909,0.5288,1.3678,13.68
21,8580,2730,2052697620480,0.98959,0.5388,1.3901,14.35
22,8970,3120,2288760913920,0.89918,0.5368,1.444,15.01
23,9360,3510,2524824207360,0.81065,0.5456,1.4907,15.69
24,9750,3900,2760887500800,0.71877,0.5367,1.5722,16.37
25,10140,4290,2996950794240,0.66328,0.5423,1.6208,17.06
26,10530,4680,3233014087680,0.58264,0.5422,1.7296,17.75
27,10920,5070,3469077381120,0.52686,0.5439,1.8908,18.42
28,11310,5460,3705140674560,0.46608,0.5422,1.9675,19.09
29,11700,5850,3941203968000,0.41617,0.5429,2.1389,19.78
