epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.69814,0.4151,1.6143,0.75
1,780,150,133897912320,1.54311,0.4544,1.5278,1.39
2,1170,200,187425095680,1.49264,0.4703,1.4861,2.02
3,1560,200,214108733440,1.44198,0.4787,1.4603,2.64
4,1950,250,267635916800,1.48194,0.4727,1.4781,3.26
5,2340,250,294319554560,1.39499,0.4837,1.4462,3.89
6,2730,250,321003192320,1.38148,0.4926,1.4284,4.55
7,3120,250,347686830080,1.35444,0.4868,1.4439,5.17
8,3510,266,382960402432,1.36059,0.4536,1.5409,5.8
9,3900,300,427897651200,1.38292,0.4892,1.4285,6.46
10,4290,300,454581288960,1.35139,0.4933,1.4314,7.11
11,4680,300,481264926720,1.32511,0.4996,1.4078,7.76
12,5070,300,507948564480,1.30703,0.5003,1.4088,8.41
13,5460,300,534632202240,1.29657,0.5016,1.4156,9.05
14,5850,350,588159385600,1.37255,0.496,1.4186,9.7
15,6240,350,614843023360,1.29609,0.5038,1.4064,10.31
16,6630,350,641526661120,1.28977,0.5026,1.4004,10.96
17,7020,350,668210298880,1.27502,0.505,1.3963,11.6
18,7410,350,694893936640,1.2565,0.5038,1.4012,12.23
19,7800,400,748421120000,1.33975,0.5,1.4068,12.87
20,8190,400,775104757760,1.27274,0.5077,1.3898,13.45
21,8580,400,801788395520,1.27007,0.5082,1.3865,14.07
22,8970,400,828472033280,1.23043,0.5171,1.3772,14.74
23,9360,400,855155671040,1.2136,0.5153,1.3815,15.42
24,9750,409,886671147008,1.20842,0.478,1.5066,16.06
25,10140,450,935366492160,1.32158,0.4981,1.4179,16.7
26,10530,450,962050129920,1.25133,0.5033,1.4027,17.34
27,10920,450,988733767680,1.22945,0.5063,1.4131,17.96
28,11310,450,1015417405440,1.22837,0.5124,1.3857,18.6
29,11700,450,1042101043200,1.22276,0.5138,1.3821,19.23
