epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,41,48695345152,1.89663,0.3437,1.8014,0.81
1,780,133,124771106816,1.63951,0.4109,1.6323,1.47
2,1170,200,187425095680,1.53047,0.4639,1.4972,2.13
3,1560,215,222161797120,1.46827,0.4153,1.6239,2.81
4,1950,250,267635916800,1.42371,0.4828,1.4451,3.47
5,2340,250,294319554560,1.37277,0.4941,1.4269,4.16
6,2730,300,347846737920,1.40441,0.4897,1.43,4.83
7,3120,300,374530375680,1.34633,0.4915,1.4206,5.5
8,3510,300,401214013440,1.31567,0.5006,1.4034,6.18
9,3900,300,427897651200,1.31939,0.4975,1.4102,6.84
10,4290,350,481424834560,1.41788,0.4894,1.4287,7.51
11,4680,350,508108472320,1.33146,0.5006,1.4123,8.19
12,5070,350,534792110080,1.30796,0.4979,1.4136,8.86
13,5460,350,561475747840,1.30901,0.4985,1.4127,9.52
14,5850,350,588159385600,1.27664,0.5046,1.4015,10.2
15,6240,350,614843023360,1.26079,0.5014,1.4039,10.87
16,6630,400,668370206720,1.33633,0.5051,1.3971,11.53
17,7020,400,695053844480,1.29637,0.504,1.4015,12.2
18,7410,400,721737482240,1.26981,0.511,1.3849,12.89
19,7800,400,748421120000,1.24571,0.5097,1.3806,13.55
20,8190,400,775104757760,1.24173,0.5151,1.3744,14.21
21,8580,450,828631941120,1.34141,0.5029,1.4033,14.86
22,8970,450,855315578880,1.25349,0.5186,1.3834,15.53
23,9360,450,881999216640,1.23818,0.5111,1.4038,16.23
24,9750,450,908682854400,1.21948,0.5093,1.3893,16.89
25,10140,450,935366492160,1.23319,0.5143,1.3811,17.56
26,10530,500,988893675520,1.3366,0.4914,1.4404,18.22
27,10920,500,1015577313280,1.25535,0.5046,1.4095,18.89
28,11310,500,1042260951040,1.24867,0.5046,1.3915,19.54
29,11700,500,1068944588800,1.22107,0.5075,1.3896,20.2
