epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.91742,0.3277,1.8693,0.77
1,780,50,80210821120,1.6636,0.414,1.6308,1.45
2,1170,123,146086035456,1.58995,0.418,1.6285,2.11
3,1560,200,214108733440,1.55947,0.4527,1.5312,2.82
4,1950,200,240792371200,1.43158,0.4759,1.4617,3.5
5,2340,250,294319554560,1.43951,0.4822,1.448,4.19
6,2730,250,321003192320,1.38836,0.4942,1.4251,4.84
7,3120,300,374530375680,1.4295,0.4732,1.4612,5.52
8,3510,300,401214013440,1.34097,0.495,1.4157,6.19
9,3900,300,427897651200,1.34359,0.4899,1.4124,6.89
10,4290,300,454581288960,1.33898,0.4968,1.4088,7.56
11,4680,300,481264926720,1.30643,0.4934,1.4031,8.21
12,5070,350,534792110080,1.35976,0.4933,1.4186,8.86
13,5460,350,561475747840,1.31335,0.5006,1.4104,9.53
14,5850,350,588159385600,1.29498,0.5062,1.3964,10.2
15,6240,350,614843023360,1.2728,0.5026,1.4025,10.86
16,6630,350,641526661120,1.27128,0.506,1.3871,11.51
17,7020,400,695053844480,1.37339,0.4863,1.4445,12.19
18,7410,400,721737482240,1.30293,0.5037,1.4067,12.88
19,7800,400,748421120000,1.27355,0.5098,1.391,13.57
20,8190,400,775104757760,1.2637,0.5076,1.4,14.23
21,8580,400,801788395520,1.27038,0.5085,1.3903,14.91
22,8970,400,828472033280,1.24324,0.5115,1.3885,15.57
23,9360,450,881999216640,1.31779,0.5017,1.4231,16.24
24,9750,450,908682854400,1.27174,0.4997,1.4091,16.89
25,10140,450,935366492160,1.27126,0.5071,1.3959,17.58
26,10530,450,962050129920,1.24714,0.5088,1.3909,18.26
27,10920,450,988733767680,1.22854,0.513,1.3884,18.95
28,11310,500,1042260951040,1.31675,0.4991,1.4198,19.63
29,11700,500,1068944588800,1.26488,0.5074,1.3911,20.28
