epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.90212,0.3351,1.8614,0.76
1,780,0,53367275520,1.79461,0.3614,1.7785,1.41
2,1170,0,80050913280,1.73962,0.3783,1.7306,2.05
3,1560,0,106734551040,1.71072,0.3888,1.7095,2.72
4,1950,0,133418188800,1.67937,0.4046,1.6822,3.39
5,2340,0,160101826560,1.65334,0.3959,1.6979,4.04
6,2730,0,186785464320,1.64097,0.405,1.6702,4.71
7,3120,0,213469102080,1.61813,0.4127,1.6376,5.4
8,3510,0,240152739840,1.60097,0.4192,1.6273,6.06
9,3900,0,266836377600,1.58379,0.4196,1.6311,6.74
10,4290,0,293520015360,1.56619,0.4214,1.617,7.41
11,4680,0,320203653120,1.54291,0.4268,1.6096,8.06
12,5070,0,346887290880,1.54148,0.4236,1.6068,8.73
13,5460,0,373570928640,1.52421,0.4252,1.601,9.39
14,5850,0,400254566400,1.51945,0.4332,1.587,10.11
15,6240,390,636317859840,1.56536,0.4352,1.5404,10.84
16,6630,780,872381153280,1.41607,0.4813,1.4854,11.57
17,7020,1170,1108444446720,1.33796,0.5094,1.3845,12.29
18,7410,1560,1344507740160,1.25078,0.5112,1.3884,13.04
19,7800,1950,1580571033600,1.15278,0.5343,1.3257,13.74
20,8190,2340,1816634327040,1.0569,0.5251,1.4052,14.46
21,8580,2730,2052697620480,0.96738,0.5403,1.4123,15.17
22,8970,3120,2288760913920,0.90167,0.5462,1.3852,15.87
23,9360,3510,2524824207360,0.82318,0.5313,1.5102,16.58
24,9750,3900,2760887500800,0.72355,0.543,1.5498,17.25
25,10140,4290,2996950794240,0.65616,0.5417,1.6542,17.94
26,10530,4680,3233014087680,0.59266,0.5434,1.6997,18.65
27,10920,5070,3469077381120,0.53129,0.541,1.852,19.42
28,11310,5460,3705140674560,0.46746,0.544,1.9572,20.13
29,11700,5850,3941203968000,0.4226,0.5411,2.0648,20.83
