epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,41,47292743680,1.89251,0.3476,1.8203,0.84
1,780,100,103633387520,1.5917,0.4478,1.5453,1.51
2,1170,200,180583137280,1.5795,0.4485,1.5398,2.18
3,1560,200,207266775040,1.45251,0.4803,1.4586,2.82
4,1950,250,259083468800,1.44998,0.4793,1.4478,3.47
5,2340,250,285767106560,1.38854,0.4814,1.4516,4.12
6,2730,300,337583800320,1.44528,0.4807,1.443,4.79
7,3120,300,364267438080,1.37694,0.4898,1.4228,5.47
8,3510,300,390951075840,1.34397,0.4894,1.4286,6.13
9,3900,300,417634713600,1.34598,0.4933,1.4239,6.78
10,4290,350,469451407360,1.43142,0.4702,1.4715,7.44
11,4680,350,496135045120,1.3676,0.485,1.446,8.1
12,5070,350,522818682880,1.34669,0.4923,1.4191,8.78
13,5460,350,549502320640,1.33136,0.4858,1.4335,9.47
14,5850,350,576185958400,1.33913,0.4881,1.4308,10.14
15,6240,350,602869596160,1.31237,0.5062,1.392,10.8
16,6630,400,654686289920,1.37279,0.4965,1.4122,11.47
17,7020,400,681369927680,1.31944,0.4914,1.4197,12.12
18,7410,400,708053565440,1.3138,0.5004,1.3976,12.81
19,7800,400,734737203200,1.29752,0.5013,1.399,13.48
20,8190,400,761420840960,1.30406,0.5009,1.4117,14.16
21,8580,450,813237534720,1.38132,0.4849,1.4322,14.85
22,8970,450,839921172480,1.31379,0.5029,1.4002,15.5
23,9360,450,866604810240,1.29837,0.4927,1.4414,16.15
24,9750,450,893288448000,1.28628,0.5017,1.4159,16.79
25,10140,450,919972085760,1.28626,0.4994,1.3998,17.45
26,10530,490,966762168320,1.34392,0.4627,1.5378,18.11
27,10920,500,998472417280,1.30676,0.4968,1.4222,18.76
28,11310,500,1025156055040,1.28157,0.4994,1.4112,19.4
29,11700,500,1051839692800,1.28172,0.5033,1.3968,20.04
