epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.65587,0.4262,1.6173,0.79
1,780,150,133897912320,1.5548,0.4639,1.5175,1.4
2,1170,200,187425095680,1.47632,0.4688,1.4887,2.05
3,1560,200,214108733440,1.43897,0.4796,1.48,2.68
4,1950,250,267635916800,1.45387,0.4793,1.4562,3.34
5,2340,250,294319554560,1.39221,0.4878,1.442,3.96
6,2730,250,321003192320,1.375,0.4933,1.4214,4.61
7,3120,250,347686830080,1.35567,0.4938,1.4203,5.24
8,3510,300,401214013440,1.44225,0.48,1.4612,5.87
9,3900,300,427897651200,1.35763,0.4951,1.433,6.5
10,4290,300,454581288960,1.33735,0.4965,1.404,7.12
11,4680,300,481264926720,1.30774,0.5051,1.4006,7.79
12,5070,300,507948564480,1.30149,0.5007,1.4186,8.42
13,5460,300,534632202240,1.29254,0.5028,1.4077,9.07
14,5850,350,588159385600,1.36935,0.4929,1.4247,9.71
15,6240,350,614843023360,1.31669,0.4847,1.4401,10.34
16,6630,350,641526661120,1.28679,0.5081,1.4013,10.99
17,7020,350,668210298880,1.29636,0.5041,1.4061,11.64
18,7410,350,694893936640,1.28144,0.5051,1.3941,12.3
19,7800,400,748421120000,1.34536,0.4924,1.4109,12.96
20,8190,400,775104757760,1.26535,0.4946,1.4164,13.62
21,8580,400,801788395520,1.24628,0.5037,1.3963,14.28
22,8970,400,828472033280,1.25854,0.5041,1.3876,14.96
23,9360,400,855155671040,1.24959,0.5067,1.4037,15.59
24,9750,450,908682854400,1.35177,0.5,1.4162,16.24
25,10140,450,935366492160,1.27572,0.5026,1.4155,16.92
26,10530,450,962050129920,1.25465,0.5083,1.3952,17.57
27,10920,450,988733767680,1.24739,0.5062,1.4043,18.19
28,11310,450,1015417405440,1.2203,0.5038,1.4095,18.82
29,11700,500,1068944588800,1.33594,0.484,1.4612,19.48
