epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.66887,0.4256,1.5994,0.82
1,780,200,160741457920,1.561,0.4597,1.5134,1.5
2,1170,200,187425095680,1.44012,0.4739,1.4667,2.15
3,1560,250,240952279040,1.45787,0.4822,1.4572,2.8
4,1950,250,267635916800,1.39889,0.4826,1.461,3.48
5,2340,300,321163100160,1.415,0.4808,1.4459,4.16
6,2730,300,347846737920,1.36606,0.4949,1.4236,4.87
7,3120,300,374530375680,1.33402,0.492,1.4252,5.55
8,3510,300,401214013440,1.31111,0.4983,1.4012,6.19
9,3900,350,454741196800,1.41654,0.4796,1.4455,6.85
10,4290,350,481424834560,1.34605,0.4943,1.4167,7.5
11,4680,350,508108472320,1.30754,0.4952,1.4087,8.15
12,5070,350,534792110080,1.28771,0.5019,1.4064,8.84
13,5460,350,561475747840,1.2823,0.5062,1.3982,9.5
14,5850,350,588159385600,1.26562,0.5057,1.3989,10.14
15,6240,400,641686568960,1.33143,0.499,1.4188,10.79
16,6630,400,668370206720,1.28282,0.5001,1.4022,11.45
17,7020,400,695053844480,1.27582,0.5039,1.4042,12.14
18,7410,400,721737482240,1.25852,0.5004,1.3917,12.78
19,7800,400,748421120000,1.2364,0.5113,1.3842,13.42
20,8190,450,801948303360,1.32438,0.503,1.4006,14.12
21,8580,450,828631941120,1.27609,0.5036,1.3987,14.78
22,8970,450,855315578880,1.24252,0.5127,1.3814,15.46
23,9360,450,881999216640,1.22141,0.512,1.3926,16.11
24,9750,450,908682854400,1.20337,0.5123,1.3881,16.81
25,10140,500,962210037760,1.30903,0.4747,1.504,17.47
26,10530,500,988893675520,1.24992,0.5016,1.4053,18.15
27,10920,500,1015577313280,1.22399,0.5029,1.4091,18.85
28,11310,500,1042260951040,1.21085,0.5114,1.403,19.54
29,11700,500,1068944588800,1.21176,0.5153,1.3748,20.21
