epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.66858,0.4294,1.6058,0.79
1,780,150,133897912320,1.55388,0.4621,1.5111,1.45
2,1170,200,187425095680,1.50307,0.4635,1.4936,2.08
3,1560,200,214108733440,1.4515,0.4775,1.4591,2.71
4,1950,250,267635916800,1.46698,0.4827,1.4569,3.34
5,2340,250,294319554560,1.39648,0.4853,1.4473,4.0
6,2730,250,321003192320,1.38834,0.4871,1.4231,4.64
7,3120,250,347686830080,1.37306,0.4969,1.4133,5.3
8,3510,300,401214013440,1.43257,0.4717,1.473,5.92
9,3900,300,427897651200,1.36079,0.4947,1.4263,6.55
10,4290,300,454581288960,1.33632,0.497,1.4183,7.18
11,4680,300,481264926720,1.32037,0.4969,1.4167,7.83
12,5070,300,507948564480,1.3096,0.503,1.4074,8.48
13,5460,300,534632202240,1.28869,0.4984,1.4087,9.14
14,5850,350,588159385600,1.3715,0.493,1.4222,9.79
15,6240,350,614843023360,1.3087,0.5055,1.398,10.41
16,6630,350,641526661120,1.28935,0.5012,1.3927,11.03
17,7020,350,668210298880,1.28272,0.4984,1.4005,11.7
18,7410,350,694893936640,1.26865,0.5053,1.3941,12.35
19,7800,400,748421120000,1.34913,0.498,1.4015,13.02
20,8190,400,775104757760,1.29882,0.4934,1.4142,13.64
21,8580,400,801788395520,1.27086,0.506,1.4076,14.3
22,8970,400,828472033280,1.24642,0.5088,1.3954,14.96
23,9360,400,855155671040,1.24315,0.5,1.4124,15.6
24,9750,450,908682854400,1.34432,0.495,1.43,16.25
25,10140,450,935366492160,1.27552,0.5024,1.41,16.89
26,10530,450,962050129920,1.2552,0.5128,1.3858,17.53
27,10920,450,988733767680,1.23942,0.5046,1.4057,18.17
28,11310,450,1015417405440,1.21682,0.5116,1.3889,18.8
29,11700,500,1068944588800,1.34109,0.4862,1.4596,19.49
