epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.58322,0.4669,1.5138,0.83
1,780,390,315091845120,1.41304,0.4837,1.4501,1.51
2,1170,390,367947939840,1.304,0.5063,1.3852,2.21
3,1560,390,394631577600,1.24845,0.5188,1.356,2.89
4,1950,390,421315215360,1.22349,0.5234,1.3605,3.58
5,2340,390,447998853120,1.20152,0.5172,1.3677,4.23
6,2730,390,474682490880,1.19874,0.5274,1.3642,4.89
7,3120,390,501366128640,1.17363,0.5226,1.3685,5.5
8,3510,390,528049766400,1.15915,0.524,1.3667,6.18
9,3900,390,554733404160,1.16472,0.5264,1.362,6.83
10,4290,390,581417041920,1.16518,0.5235,1.3657,7.46
11,4680,390,608100679680,1.13759,0.5226,1.375,8.12
12,5070,390,634784317440,1.1293,0.5215,1.3959,8.78
13,5460,390,661467955200,1.10691,0.524,1.3736,9.47
14,5850,390,688151592960,1.09815,0.5216,1.4002,10.11
15,6240,390,714835230720,1.07479,0.5172,1.4175,10.76
16,6630,390,741518868480,1.0661,0.5178,1.4191,11.4
17,7020,390,768202506240,1.06341,0.5128,1.4192,12.05
18,7410,390,794886144000,1.03973,0.5203,1.431,12.72
19,7800,390,821569781760,1.01634,0.5142,1.4424,13.36
20,8190,390,848253419520,1.01257,0.5126,1.4656,14.02
21,8580,390,874937057280,1.00066,0.5122,1.465,14.69
22,8970,390,901620695040,0.97664,0.5106,1.4707,15.37
23,9360,390,928304332800,0.95004,0.5149,1.4977,16.01
24,9750,390,954987970560,0.93329,0.5108,1.5185,16.65
25,10140,390,981671608320,0.92962,0.5089,1.5121,17.33
26,10530,390,1008355246080,0.90487,0.5113,1.5263,18.01
27,10920,390,1035038883840,0.87641,0.5102,1.5839,18.66
28,11310,390,1061722521600,0.86551,0.5043,1.587,19.33
29,11700,390,1088406159360,0.83729,0.4991,1.6088,19.97
